DSID,gq_scaled,gqd_scaled,mass,width,branching_ratio,cross_section
100420,0.0015,0.01,3500,1.303e-02,0.7121986,0.0006516
100421,0.0015,0.015,600,0.00415,0.8564539,4.189
100422,0.0015,0.015,800,0.00558,0.8527200,1.404
100423,0.0015,0.015,1000,6.997e-03,0.8508813,0.5727
100424,0.0015,0.015,1200,8.413e-03,0.8498555,0.2648
100425,0.0015,0.015,1500,1.053e-02,0.8490027,0.09699999999999999
100426,0.0015,0.015,1800,1.265e-02,0.8485345,0.04022
100427,0.0015,0.015,2200,1.547e-02,0.8481804,0.01409
100428,0.0015,0.015,2600,1.829e-02,0.8479759,0.005431
100429,0.0015,0.015,3000,2.111e-02,0.8478473,0.002231
100430,0.0015,0.015,3500,2.464e-02,0.8477441,0.0007756
100431,0.0015,0.02,600,0.00692,0.9138447,4.470000000000001
100432,0.0015,0.02,800,0.00928,0.9114492,1.501
100433,0.0015,0.02,1000,1.163e-02,0.9102665,0.6127
100434,0.0015,0.02,1200,1.397e-02,0.9096059,0.28350000000000003
100435,0.0015,0.02,1500,1.749e-02,0.9090561,0.10389999999999999
100436,0.0015,0.02,1800,2.100e-02,0.9087541,0.043070000000000004
100437,0.0015,0.02,2200,2.568e-02,0.9085256,0.015090000000000001
100438,0.0015,0.02,2600,3.036e-02,0.9083937,0.005818
100439,0.0015,0.02,3000,3.503e-02,0.9083106,0.0023899999999999998
100440,0.0015,0.02,3500,4.088e-02,0.9082440,0.0008309
100441,0.0015,0.025,600,0.01048,0.9430957,4.6129999999999995
100442,0.0015,0.025,800,0.01403,0.9414614,1.55
100443,0.0015,0.025,1000,1.758e-02,0.9406534,0.6331
100444,0.0015,0.025,1200,2.112e-02,0.9402018,0.293
100445,0.0015,0.025,1500,2.643e-02,0.9398258,0.1074
100446,0.0015,0.025,1800,3.174e-02,0.9396192,0.04454
100447,0.0015,0.025,2200,3.880e-02,0.9394629,0.015609999999999999
100448,0.0015,0.025,2600,4.587e-02,0.9393725,0.006016
100449,0.0015,0.025,3000,5.293e-02,0.9393157,0.0024709999999999997
100450,0.0015,0.025,3500,6.176e-02,0.9392701,0.0008593
100451,0.0015,0.03,600,0.01482,0.9597838,4.695
100452,0.0015,0.03,800,0.01985,0.9586078,1.578
100453,0.0015,0.03,1000,2.486e-02,0.9580260,0.6447999999999999
100454,0.0015,0.03,1200,2.986e-02,0.9577006,0.2984
100455,0.0015,0.03,1500,3.736e-02,0.9574297,0.1094
100456,0.0015,0.03,1800,4.486e-02,0.9572807,0.04537
100457,0.0015,0.03,2200,5.484e-02,0.9571681,0.0159
100458,0.0015,0.03,2600,6.483e-02,0.9571029,0.006129
100459,0.0015,0.03,3000,7.481e-02,0.9570620,0.0025180000000000003
100460,0.0015,0.03,3500,8.729e-02,0.9570291,0.0008755999999999999
100461,0.0015,0.035,600,0.01996,0.9701348,4.745
100462,0.0015,0.035,800,0.02672,0.9692517,1.596
100463,0.0015,0.035,1000,3.346e-02,0.9688147,0.6521
100464,0.0015,0.035,1200,4.019e-02,0.9685702,0.3018
100465,0.0015,0.035,1500,5.028e-02,0.9683666,0.1106
100466,0.0015,0.035,1800,6.036e-02,0.9682546,0.04589
100467,0.0015,0.035,2200,7.380e-02,0.9681699,0.01608
100468,0.0015,0.035,2600,8.724e-02,0.9681210,0.0062
100469,0.0015,0.035,3000,1.007e-01,0.9680902,0.002547
100470,0.0015,0.035,3500,1.175e-01,0.9680655,0.0008856999999999999
100471,0.0015,0.04,600,0.02589,0.9769733,4.778
100472,0.0015,0.04,800,0.03465,0.9762875,1.607
100473,0.0015,0.04,1000,4.338e-02,0.9759479,0.6569
100474,0.0015,0.04,1200,5.211e-02,0.9757580,0.3041
100475,0.0015,0.04,1500,6.518e-02,0.9755997,0.1114
100476,0.0015,0.04,1800,7.825e-02,0.9755128,0.04624
100477,0.0015,0.04,2200,9.567e-02,0.9754469,0.0162
100478,0.0015,0.04,2600,1.131e-01,0.9754089,0.006246
100479,0.0015,0.04,3000,1.305e-01,0.9753850,0.002566
100480,0.0015,0.04,3500,1.523e-01,0.9753658,0.0008923000000000001
100481,0.0015,0.045,600,0.03261,0.9817177,4.802
100482,0.0015,0.045,800,0.04363,0.9811705,1.615
100483,0.0015,0.045,1000,5.463e-02,0.9808995,0.6602
100484,0.0015,0.045,1200,6.561e-02,0.9807478,0.3056
100485,0.0015,0.045,1500,8.208e-02,0.9806215,0.112
100486,0.0015,0.045,1800,9.853e-02,0.9805521,0.04647
100487,0.0015,0.045,2200,1.205e-01,0.9804996,0.01629
100488,0.0015,0.045,2600,1.424e-01,0.9804692,0.006279000000000001
100489,0.0015,0.045,3000,1.643e-01,0.9804501,0.0025789999999999997
100490,0.0015,0.045,3500,1.917e-01,0.9804347,0.000897
100491,0.0015,0.05,600,0.04012,0.9851397,4.8180000000000005
100492,0.0015,0.05,800,0.05367,0.9846933,1.621
100493,0.0015,0.05,1000,6.720e-02,0.9844722,0.6614
100494,0.0015,0.05,1200,8.071e-02,0.9843485,0.30670000000000003
100495,0.0015,0.05,1500,1.010e-01,0.9842454,0.1124
100496,0.0015,0.05,1800,1.212e-01,0.9841888,0.04665
100497,0.0015,0.05,2200,1.482e-01,0.9841459,0.01635
100498,0.0015,0.05,2600,1.751e-01,0.9841211,0.006302
100499,0.0015,0.05,3000,2.021e-01,0.9841055,0.002589
100500,0.0015,0.05,3500,2.358e-01,0.9840930,0.0009002999999999999
100501,0.0015,0.055,600,0.04842,0.9876870,4.831
100502,0.0015,0.055,800,0.06477,0.9873162,1.625
100503,0.0015,0.055,1000,8.109e-02,0.9871324,0.6632
100504,0.0015,0.055,1200,9.739e-02,0.9870296,0.3076
100505,0.0015,0.055,1500,1.218e-01,0.9869440,0.1127
100506,0.0015,0.055,1800,1.462e-01,0.9868969,0.04676
100507,0.0015,0.055,2200,1.788e-01,0.9868613,0.01639
100508,0.0015,0.055,2600,2.113e-01,0.9868407,0.006319
100509,0.0015,0.055,3000,2.439e-01,0.9868277,0.0025960000000000002
100510,0.0015,0.055,3500,2.845e-01,0.9868173,0.0009028
100511,0.0015,0.06,600,0.05751,0.9896333,4.84
100512,0.0015,0.06,800,0.07693,0.9893204,1.629
100513,0.0015,0.06,1000,9.631e-02,0.9891654,0.6645
100514,0.0015,0.06,1200,1.157e-01,0.9890787,0.30820000000000003
100515,0.0015,0.06,1500,1.447e-01,0.9890064,0.113
100516,0.0015,0.06,1800,1.737e-01,0.9889667,0.04686
100517,0.0015,0.06,2200,2.123e-01,0.9889366,0.01642
100518,0.0015,0.06,2600,2.510e-01,0.9889192,0.006333
100519,0.0015,0.06,3000,2.896e-01,0.9889083,0.0026019999999999997
100520,0.0015,0.06,3500,3.379e-01,0.9888995,0.0009048
100521,0.0015,0.065,600,0.06739,0.9911532,4.848
100522,0.0015,0.065,800,0.09014,0.9908858,1.631
100523,0.0015,0.065,1000,1.128e-01,0.9907533,0.6656000000000001
100524,0.0015,0.065,1200,1.355e-01,0.9906792,0.30870000000000003
100525,0.0015,0.065,1500,1.695e-01,0.9906174,0.1132
100526,0.0015,0.065,1800,2.035e-01,0.9905835,0.04693
100527,0.0015,0.065,2200,2.488e-01,0.9905578,0.01645
100528,0.0015,0.065,2600,2.941e-01,0.9905429,0.0063430000000000005
100529,0.0015,0.065,3000,3.393e-01,0.9905336,0.002606
100530,0.0015,0.065,3500,3.959e-01,0.9905261,0.0009063
100531,0.0015,0.07,600,0.07806,0.9923626,4.853
100532,0.0015,0.07,800,0.10441,0.9921315,1.633
100533,0.0015,0.07,1000,1.307e-01,0.9920170,0.6664
100534,0.0015,0.07,1200,1.570e-01,0.9919529,0.3091
100535,0.0015,0.07,1500,1.963e-01,0.9918995,0.1133
100536,0.0015,0.07,1800,2.357e-01,0.9918701,0.04699
100537,0.0015,0.07,2200,2.882e-01,0.9918479,0.016470000000000002
100538,0.0015,0.07,2600,3.406e-01,0.9918350,0.006353
100539,0.0015,0.07,3000,3.930e-01,0.9918269,0.0026089999999999998
100540,0.0015,0.07,3500,4.586e-01,0.9918205,0.0009076
100541,0.0015,0.075,600,0.08952,0.9933404,4.858
100542,0.0015,0.075,800,0.11974,0.9931387,1.635
100543,0.0015,0.075,1000,1.499e-01,0.9930387,0.6671
100544,0.0015,0.075,1200,1.800e-01,0.9929828,0.3094
100545,0.0015,0.075,1500,2.252e-01,0.9929362,0.1134
100546,0.0015,0.075,1800,2.703e-01,0.9929105,0.047040000000000005
100547,0.0015,0.075,2200,3.304e-01,0.9928911,0.01649
100548,0.0015,0.075,2600,3.906e-01,0.9928799,0.006359
100549,0.0015,0.075,3000,4.507e-01,0.9928729,0.002612
100550,0.0015,0.075,3500,5.259e-01,0.9928672,0.0009086000000000001
100551,0.0015,0.08,600,0.10178,0.9941421,4.862
100552,0.0015,0.08,800,0.13612,0.9939645,1.6360000000000001
100553,0.0015,0.08,1000,1.704e-01,0.9938765,0.6677
100554,0.0015,0.08,1200,2.046e-01,0.9938273,0.30960000000000004
100555,0.0015,0.08,1500,2.560e-01,0.9937862,0.1135
100556,0.0015,0.08,1800,3.073e-01,0.9937637,0.047080000000000004
100557,0.0015,0.08,2200,3.756e-01,0.9937466,0.01651
100558,0.0015,0.08,2600,4.440e-01,0.9937367,0.006363
100559,0.0015,0.08,3000,5.124e-01,0.9937305,0.002614
100560,0.0015,0.08,3500,5.978e-01,0.9937255,0.0009094
100561,0.0015,0.085,600,0.11482,0.9948076,4.865
100562,0.0015,0.085,800,0.15357,0.9946500,1.637
100563,0.0015,0.085,1000,1.922e-01,0.9945719,0.6681
100564,0.0015,0.085,1200,2.309e-01,0.9945283,0.30979999999999996
100565,0.0015,0.085,1500,2.888e-01,0.9944918,0.11359999999999999
100566,0.0015,0.085,1800,3.466e-01,0.9944718,0.04712
100567,0.0015,0.085,2200,4.238e-01,0.9944567,0.01652
100568,0.0015,0.085,2600,5.009e-01,0.9944479,0.006368
100569,0.0015,0.085,3000,5.780e-01,0.9944424,0.0026160000000000003
100570,0.0015,0.085,3500,6.744e-01,0.9944380,0.0009102
100571,0.0015,0.09,600,0.12865,0.9953659,4.867999999999999
100572,0.0015,0.09,800,0.17206,0.9952252,1.6380000000000001
100573,0.0015,0.09,1000,2.154e-01,0.9951555,0.6685
100574,0.0015,0.09,1200,2.587e-01,0.9951164,0.31
100575,0.0015,0.09,1500,3.235e-01,0.9950839,0.11370000000000001
100576,0.0015,0.09,1800,3.884e-01,0.9950661,0.047139999999999994
100577,0.0015,0.09,2200,4.748e-01,0.9950525,0.01653
100578,0.0015,0.09,2600,5.612e-01,0.9950447,0.006371
100579,0.0015,0.09,3000,6.476e-01,0.9950398,0.0026179999999999997
100580,0.0015,0.09,3500,7.556e-01,0.9950358,0.0009108
100581,0.0015,0.095,600,0.14328,0.9958389,4.87
100582,0.0015,0.095,800,0.19162,0.9957125,1.639
100583,0.0015,0.095,1000,2.399e-01,0.9956498,0.6688999999999999
100584,0.0015,0.095,1200,2.881e-01,0.9956148,0.31020000000000003
100585,0.0015,0.095,1500,3.603e-01,0.9955856,0.11370000000000001
100586,0.0015,0.095,1800,4.325e-01,0.9955695,0.04717
100587,0.0015,0.095,2200,5.288e-01,0.9955574,0.016540000000000003
100588,0.0015,0.095,2600,6.250e-01,0.9955503,0.006375
100589,0.0015,0.095,3000,7.212e-01,0.9955459,0.00262
100590,0.0015,0.095,3500,8.415e-01,0.9955424,0.0009111
100591,0.0015,0.1,600,0.15869,0.9962431,4.872
100592,0.0015,0.1,800,0.21223,0.9961289,1.64
100593,0.0015,0.1,1000,2.657e-01,0.9960723,0.6691
100594,0.0015,0.1,1200,3.190e-01,0.9960406,0.3103
100595,0.0015,0.1,1500,3.991e-01,0.9960143,0.1138
100596,0.0015,0.1,1800,4.790e-01,0.9959998,0.04719
100597,0.0015,0.1,2200,5.856e-01,0.9959888,0.016540000000000003
100598,0.0015,0.1,2600,6.922e-01,0.9959824,0.006378
100599,0.0015,0.1,3000,7.988e-01,0.9959784,0.002621
100600,0.0015,0.1,3500,9.320e-01,0.9959752,0.0009131
100601,0.002,0.005,600,0.00146,0.2716150,2.362
100602,0.002,0.005,800,0.00199,0.2657110,0.7777
100603,0.002,0.005,1000,2.517e-03,0.2628788,0.31460000000000005
100604,0.002,0.005,1200,3.040e-03,0.2613197,0.1448
100605,0.002,0.005,1500,3.821e-03,0.2600346,0.05282
100606,0.002,0.005,1800,4.599e-03,0.2593334,0.02185
100607,0.002,0.005,2200,5.634e-03,0.2588051,0.007643
100608,0.002,0.005,2600,6.668e-03,0.2585008,0.002943
100609,0.002,0.005,3000,7.700e-03,0.2583096,0.0012079999999999999
100610,0.002,0.005,3500,8.989e-03,0.2581565,0.0004199
100611,0.002,0.01,600,0.00264,0.5986516,5.2059999999999995
100612,0.002,0.01,800,0.00357,0.5914109,1.731
100613,0.002,0.01,1000,4.501e-03,0.5878865,0.7035
100614,0.002,0.01,1200,5.423e-03,0.5859320,0.3246
100615,0.002,0.01,1500,6.802e-03,0.5843134,0.1187
100616,0.002,0.01,1800,8.178e-03,0.5834271,0.049159999999999995
100617,0.002,0.01,2200,1.001e-02,0.5827581,0.01721
100618,0.002,0.01,2600,1.184e-02,0.5823721,0.006631
100619,0.002,0.01,3000,1.367e-02,0.5821295,0.0027229999999999997
100620,0.002,0.01,3500,1.595e-02,0.5819350,0.0009465
100621,0.002,0.015,600,0.00462,0.7704370,6.699
100622,0.002,0.015,800,0.00622,0.7650793,2.239
100623,0.002,0.015,1000,7.809e-03,0.7624512,0.9124
100624,0.002,0.015,1200,9.396e-03,0.7609880,0.42160000000000003
100625,0.002,0.015,1500,1.177e-02,0.7597731,0.1543
100626,0.002,0.015,1800,1.414e-02,0.7591067,0.06397
100627,0.002,0.015,2200,1.730e-02,0.7586031,0.0224
100628,0.002,0.015,2600,2.046e-02,0.7583123,0.008634
100629,0.002,0.015,3000,2.361e-02,0.7581295,0.003546
100630,0.002,0.015,3500,2.755e-02,0.7579829,0.001233
100631,0.002,0.02,600,0.00738,0.8564539,7.447
100632,0.002,0.02,800,0.00992,0.8527200,2.496
100633,0.002,0.02,1000,1.244e-02,0.8508813,1.018
100634,0.002,0.02,1200,1.496e-02,0.8498555,0.4708
100635,0.002,0.02,1500,1.873e-02,0.8490027,0.1724
100636,0.002,0.02,1800,2.249e-02,0.8485345,0.0715
100637,0.002,0.02,2200,2.751e-02,0.8481804,0.02505
100638,0.002,0.02,2600,3.252e-02,0.8479759,0.009654999999999999
100639,0.002,0.02,3000,3.753e-02,0.8478473,0.003966
100640,0.002,0.02,3500,4.380e-02,0.8477441,0.001379
100641,0.002,0.025,600,0.01094,0.9031243,7.852999999999999
100642,0.002,0.025,800,0.01467,0.9004633,2.6359999999999997
100643,0.002,0.025,1000,1.839e-02,0.8991501,1.0759999999999998
100644,0.002,0.025,1200,2.211e-02,0.8984167,0.49770000000000003
100645,0.002,0.025,1500,2.767e-02,0.8978066,0.18230000000000002
100646,0.002,0.025,1800,3.323e-02,0.8974714,0.07563
100647,0.002,0.025,2200,4.063e-02,0.8972179,0.0265
100648,0.002,0.025,2600,4.803e-02,0.8970714,0.01021
100649,0.002,0.025,3000,5.543e-02,0.8969793,0.004195
100650,0.002,0.025,3500,6.468e-02,0.8969054,0.001459
100651,0.002,0.03,600,0.01529,0.9306731,8.093
100652,0.002,0.03,800,0.02049,0.9287090,2.718
100653,0.002,0.03,1000,2.567e-02,0.9277386,1.1099999999999999
100654,0.002,0.03,1200,3.085e-02,0.9271963,0.5136000000000001
100655,0.002,0.03,1500,3.860e-02,0.9267449,0.1882
100656,0.002,0.03,1800,4.635e-02,0.9264969,0.07807
100657,0.002,0.03,2200,5.667e-02,0.9263092,0.027360000000000002
100658,0.002,0.03,2600,6.699e-02,0.9262008,0.01054
100659,0.002,0.03,3000,7.731e-02,0.9261326,0.004332
100660,0.002,0.03,3500,9.021e-02,0.9260779,0.001506
100661,0.002,0.035,600,0.02043,0.9481116,8.244
100662,0.002,0.035,800,0.02736,0.9466132,2.771
100663,0.002,0.035,1000,3.427e-02,0.9458723,1.132
100664,0.002,0.035,1200,4.117e-02,0.9454581,0.5237999999999999
100665,0.002,0.035,1500,5.152e-02,0.9451132,0.192
100666,0.002,0.035,1800,6.185e-02,0.9449237,0.07962
100667,0.002,0.035,2200,7.563e-02,0.9447803,0.027899999999999998
100668,0.002,0.035,2600,8.940e-02,0.9446974,0.010750000000000001
100669,0.002,0.035,3000,1.032e-01,0.9446453,0.004418
100670,0.002,0.035,3500,1.204e-01,0.9446035,0.001536
100671,0.002,0.04,600,0.02636,0.9597838,8.345
100672,0.002,0.04,800,0.03529,0.9586078,2.806
100673,0.002,0.04,1000,4.419e-02,0.9580260,1.146
100674,0.002,0.04,1200,5.309e-02,0.9577006,0.5305000000000001
100675,0.002,0.04,1500,6.642e-02,0.9574297,0.1944
100676,0.002,0.04,1800,7.974e-02,0.9572807,0.08066
100677,0.002,0.04,2200,9.750e-02,0.9571681,0.02826
100678,0.002,0.04,2600,1.153e-01,0.9571029,0.0109
100679,0.002,0.04,3000,1.330e-01,0.9570620,0.004476
100680,0.002,0.04,3500,1.552e-01,0.9570291,0.001557
100681,0.002,0.045,600,0.03307,0.9679538,8.416
100682,0.002,0.045,800,0.04427,0.9670085,2.83
100683,0.002,0.045,1000,5.544e-02,0.9665406,1.157
100684,0.002,0.045,1200,6.660e-02,0.9662789,0.5353
100685,0.002,0.045,1500,8.331e-02,0.9660610,0.19619999999999999
100686,0.002,0.045,1800,1.000e-01,0.9659411,0.08139
100687,0.002,0.045,2200,1.223e-01,0.9658505,0.02852
100688,0.002,0.045,2600,1.446e-01,0.9657981,0.01099
100689,0.002,0.045,3000,1.668e-01,0.9657651,0.004517
100690,0.002,0.045,3500,1.946e-01,0.9657387,0.0015710000000000001
100691,0.002,0.05,600,0.04058,0.9738835,8.468
100692,0.002,0.05,800,0.05431,0.9731083,2.8480000000000003
100693,0.002,0.05,1000,6.801e-02,0.9727245,1.1620000000000001
100694,0.002,0.05,1200,8.169e-02,0.9725098,0.5387000000000001
100695,0.002,0.05,1500,1.022e-01,0.9723309,0.19749999999999998
100696,0.002,0.05,1800,1.227e-01,0.9722326,0.08191999999999999
100697,0.002,0.05,2200,1.500e-01,0.9721583,0.02871
100698,0.002,0.05,2600,1.773e-01,0.9721153,0.01107
100699,0.002,0.05,3000,2.046e-01,0.9720882,0.004546
100700,0.002,0.05,3500,2.387e-01,0.9720665,0.001581
100701,0.002,0.055,600,0.04888,0.9783179,8.506
100702,0.002,0.055,800,0.06541,0.9776712,2.8609999999999998
100703,0.002,0.055,1000,8.190e-02,0.9773510,1.167
100704,0.002,0.055,1200,9.837e-02,0.9771719,0.5413
100705,0.002,0.055,1500,1.231e-01,0.9770227,0.1984
100706,0.002,0.055,1800,1.477e-01,0.9769406,0.08229
100707,0.002,0.055,2200,1.806e-01,0.9768786,0.02885
100708,0.002,0.055,2600,2.135e-01,0.9768427,0.01112
100709,0.002,0.055,3000,2.464e-01,0.9768201,0.004568
100710,0.002,0.055,3500,2.875e-01,0.9768020,0.001589
100711,0.002,0.06,600,0.05797,0.9817177,8.536
100712,0.002,0.06,800,0.07757,0.9811705,2.871
100713,0.002,0.06,1000,9.712e-02,0.9808995,1.172
100714,0.002,0.06,1200,1.166e-01,0.9807478,0.5432999999999999
100715,0.002,0.06,1500,1.459e-01,0.9806215,0.1991
100716,0.002,0.06,1800,1.752e-01,0.9805521,0.08259
100717,0.002,0.06,2200,2.142e-01,0.9804996,0.02895
100718,0.002,0.06,2600,2.531e-01,0.9804692,0.01116
100719,0.002,0.06,3000,2.921e-01,0.9804501,0.0045850000000000005
100720,0.002,0.06,3500,3.408e-01,0.9804347,0.001595
100721,0.002,0.065,600,0.06786,0.9843799,8.559000000000001
100722,0.002,0.065,800,0.09078,0.9839111,2.879
100723,0.002,0.065,1000,1.137e-01,0.9836789,1.175
100724,0.002,0.065,1200,1.365e-01,0.9835489,0.5448
100725,0.002,0.065,1500,1.708e-01,0.9834407,0.1997
100726,0.002,0.065,1800,2.050e-01,0.9833812,0.08283
100727,0.002,0.065,2200,2.506e-01,0.9833362,0.02904
100728,0.002,0.065,2600,2.962e-01,0.9833101,0.01119
100729,0.002,0.065,3000,3.418e-01,0.9832938,0.004599000000000001
100730,0.002,0.065,3500,3.988e-01,0.9832806,0.0016
100731,0.002,0.07,600,0.07853,0.9865026,8.577
100732,0.002,0.07,800,0.10505,0.9860966,2.886
100733,0.002,0.07,1000,1.315e-01,0.9858955,1.178
100734,0.002,0.07,1200,1.580e-01,0.9857829,0.546
100735,0.002,0.07,1500,1.976e-01,0.9856892,0.20020000000000002
100736,0.002,0.07,1800,2.372e-01,0.9856376,0.08302
100737,0.002,0.07,2200,2.900e-01,0.9855986,0.0291
100738,0.002,0.07,2600,3.428e-01,0.9855761,0.01122
100739,0.002,0.07,3000,3.955e-01,0.9855619,0.004609
100740,0.002,0.07,3500,4.615e-01,0.9855505,0.001603
100741,0.002,0.075,600,0.08999,0.9882218,8.592
100742,0.002,0.075,800,0.12038,0.9878669,2.891
100743,0.002,0.075,1000,1.507e-01,0.9876910,1.18
100744,0.002,0.075,1200,1.810e-01,0.9875926,0.547
100745,0.002,0.075,1500,2.264e-01,0.9875107,0.2005
100746,0.002,0.075,1800,2.718e-01,0.9874656,0.08317
100747,0.002,0.075,2200,3.323e-01,0.9874315,0.029160000000000002
100748,0.002,0.075,2600,3.927e-01,0.9874118,0.01124
100749,0.002,0.075,3000,4.532e-01,0.9873994,0.004618000000000001
100750,0.002,0.075,3500,5.288e-01,0.9873894,0.001606
100751,0.002,0.08,600,0.10224,0.9896333,8.604
100752,0.002,0.08,800,0.13676,0.9893204,2.895
100753,0.002,0.08,1000,1.712e-01,0.9891654,1.181
100754,0.002,0.08,1200,2.056e-01,0.9890787,0.5478999999999999
100755,0.002,0.08,1500,2.572e-01,0.9890064,0.2008
100756,0.002,0.08,1800,3.088e-01,0.9889667,0.0833
100757,0.002,0.08,2200,3.775e-01,0.9889366,0.0292
100758,0.002,0.08,2600,4.462e-01,0.9889192,0.01126
100759,0.002,0.08,3000,5.149e-01,0.9889083,0.004625
100760,0.002,0.08,3500,6.007e-01,0.9888995,0.001609
100761,0.002,0.085,600,0.11528,0.9908061,8.613999999999999
100762,0.002,0.085,800,0.15421,0.9905283,2.899
100763,0.002,0.085,1000,1.930e-01,0.9903907,1.1829999999999998
100764,0.002,0.085,1200,2.318e-01,0.9903137,0.5485
100765,0.002,0.085,1500,2.900e-01,0.9902495,0.2011
100766,0.002,0.085,1800,3.481e-01,0.9902142,0.0834
100767,0.002,0.085,2200,4.256e-01,0.9901875,0.02924
100768,0.002,0.085,2600,5.031e-01,0.9901721,0.011269999999999999
100769,0.002,0.085,3000,5.805e-01,0.9901624,0.004631000000000001
100770,0.002,0.085,3500,6.773e-01,0.9901546,0.001611
100771,0.002,0.09,600,0.12912,0.9917911,8.623000000000001
100772,0.002,0.09,800,0.17270,0.9915429,2.902
100773,0.002,0.09,1000,2.162e-01,0.9914198,1.184
100774,0.002,0.09,1200,2.596e-01,0.9913510,0.5490999999999999
100775,0.002,0.09,1500,3.248e-01,0.9912936,0.2013
100776,0.002,0.09,1800,3.899e-01,0.9912621,0.08349000000000001
100777,0.002,0.09,2200,4.766e-01,0.9912382,0.02927
100778,0.002,0.09,2600,5.634e-01,0.9912244,0.01128
100779,0.002,0.09,3000,6.501e-01,0.9912157,0.004637
100780,0.002,0.09,3500,7.585e-01,0.9912088,0.0016129999999999999
100781,0.002,0.095,600,0.14374,0.9926263,8.63
100782,0.002,0.095,800,0.19226,0.9924031,2.904
100783,0.002,0.095,1000,2.407e-01,0.9922925,1.185
100784,0.002,0.095,1200,2.890e-01,0.9922306,0.5496
100785,0.002,0.095,1500,3.615e-01,0.9921790,0.20149999999999998
100786,0.002,0.095,1800,4.340e-01,0.9921506,0.08356
100787,0.002,0.095,2200,5.306e-01,0.9921292,0.02929
100788,0.002,0.095,2600,6.272e-01,0.9921168,0.01129
100789,0.002,0.095,3000,7.237e-01,0.9921090,0.004641
100790,0.002,0.095,3500,8.444e-01,0.9921027,0.001614
100791,0.002,0.1,600,0.15915,0.9933404,8.636
100792,0.002,0.1,800,0.21287,0.9931387,2.9059999999999997
100793,0.002,0.1,1000,2.665e-01,0.9930387,1.186
100794,0.002,0.1,1200,3.200e-01,0.9929828,0.55
100795,0.002,0.1,1500,4.003e-01,0.9929362,0.20170000000000002
100796,0.002,0.1,1800,4.805e-01,0.9929105,0.08363
100797,0.002,0.1,2200,5.875e-01,0.9928911,0.02932
100798,0.002,0.1,2600,6.944e-01,0.9928799,0.011300000000000001
100799,0.002,0.1,3000,8.013e-01,0.9928729,0.004645000000000001
100800,0.002,0.1,3500,9.349e-01,0.9928672,0.001618
100801,0.0025,0.005,600,0.00205,0.1926735,2.6180000000000003
100802,0.0025,0.005,800,0.00281,0.1880425,0.86
100803,0.0025,0.005,1000,3.560e-03,0.1858286,0.34750000000000003
100804,0.0025,0.005,1200,4.303e-03,0.1846120,0.1598
100805,0.0025,0.005,1500,5.412e-03,0.1836104,0.058269999999999995
100806,0.0025,0.005,1800,6.516e-03,0.1830643,0.0241
100807,0.0025,0.005,2200,7.983e-03,0.1826530,0.008428
100808,0.0025,0.005,2600,9.449e-03,0.1824162,0.003245
100809,0.0025,0.005,3000,1.091e-02,0.1822675,0.0013319999999999999
100810,0.0025,0.005,3500,1.274e-02,0.1821484,0.00046290000000000003
100811,0.0025,0.01,600,0.00324,0.4883928,6.635999999999999
100812,0.0025,0.01,800,0.00440,0.4808878,2.199
100813,0.0025,0.01,1000,5.545e-03,0.4772527,0.8923
100814,0.0025,0.01,1200,6.687e-03,0.4752419,0.4114
100815,0.0025,0.01,1500,8.393e-03,0.4735793,0.1503
100816,0.0025,0.01,1800,1.009e-02,0.4726700,0.06224
100817,0.0025,0.01,2200,1.236e-02,0.4719841,0.02178
100818,0.0025,0.01,2600,1.462e-02,0.4715886,0.00839
100819,0.0025,0.01,3000,1.688e-02,0.4713400,0.003445
100820,0.0025,0.01,3500,1.970e-02,0.4711408,0.001197
100821,0.0025,0.015,600,0.00521,0.6823285,9.270999999999999
100822,0.0025,0.015,800,0.00704,0.6757797,3.091
100823,0.0025,0.015,1000,8.852e-03,0.6725802,1.258
100824,0.0025,0.015,1200,1.066e-02,0.6708025,0.5807
100825,0.0025,0.015,1500,1.336e-02,0.6693284,0.2124
100826,0.0025,0.015,1800,1.606e-02,0.6685205,0.08802
100827,0.0025,0.015,2200,1.965e-02,0.6679104,0.03082
